订单编号,订单日期,发货日期,快递,客户编号,客户名称,客户类型,地区编号,省份,区域,区域经理,产品编号,产品大类,产品小类,品牌,产品名称,产品属性,是否退货,金额,数量,折扣,利润
A000725,2019-02-22,2019-02-25,中通,U11365,韦诚,公司,R00024,云南,西南,白德伟,P00679,办公,纸张,Enermax,计划信息表,每包12个,,994.56,8,0.0,267.68
A001684,2021-02-25,2021-02-28,邮政,U16450,田黎明,公司,R00023,天津,华北,殷莲,P00962,办公,标签,Novimex,可去除的标签,白色,,46.06,1,0.0,19.32
A001684,2021-02-25,2021-02-28,邮政,U16450,田黎明,公司,R00023,天津,华北,殷莲,P00611,办公,收纳,Smead,盒,工业,,105.0,2,0.0,32.48
A000943,2021-02-18,2021-02-19,中通,U20290,叶实,公司,R00027,山西,华北,殷莲,P00738,技术,配件,罗技,记忆卡,回收,,472.22,1,0.0,51.94
A000518,2018-06-28,2018-07-03,邮政,U18550,彭娜,消费者,R00018,湖南,中南,范彩,P01031,办公,器具,KitchenAid,炉灶,红色,,7982.1,3,0.0,1756.02
A000100,2019-03-07,2019-03-12,中通,U19510,钟庆缘,小型企业,R00008,山东,华东,洪光,P00016,办公,系固,Accos,按钉,混合尺寸,,111.72,2,0.0,0.0
A000100,2019-03-07,2019-03-12,中通,U19510,钟庆缘,小型企业,R00008,山东,华东,洪光,P00913,办公,用品,Stiletto,开信刀,蓝色,,662.2,5,0.0,65.8
A001685,2021-10-29,2021-11-03,邮政,U13915,秦芯,消费者,R00007,黑龙江,东北,楚杰,P00647,家具,桌子,Bevis,会议桌,组装,,16191.53,5,0.25,-1079.58
A001685,2021-10-29,2021-11-03,邮政,U13915,秦芯,消费者,R00007,黑龙江,东北,楚杰,P01396,技术,配件,Memorex,鼠标,耐用,,264.88,2,0.0,60.76
A001686,2021-07-14,2021-07-17,圆通,U18505,黄娜,消费者,R00003,江苏,华东,洪光,P01518,办公,收纳,Tenex,文件车,金属,,1864.8,3,0.0,596.4
A001686,2021-07-14,2021-07-17,圆通,U18505,黄娜,消费者,R00003,江苏,华东,洪光,P00341,办公,系固,Stockwell,订书钉,整包,,272.16,9,0.4,35.28
A001687,2019-05-07,2019-05-11,邮政,U21190,黄涛,小型企业,R00008,山东,华东,洪光,P00207,办公,信封,GlobeWeis,搭扣信封,银色,,229.6,4,0.0,89.04
A001688,2020-01-01,2020-01-03,圆通,U14725,韩杰,消费者,R00002,四川,西南,白德伟,P01716,家具,椅子,Novimex,摇椅,每套两件,,1871.52,5,0.4,-561.68
A001689,2021-02-28,2021-03-05,圆通,U12145,赵德伟,消费者,R00013,甘肃,西北,杨健,P00671,办公,纸张,施乐,计划信息表,每包12个,,228.76,2,0.0,11.2
A001689,2021-02-28,2021-03-05,圆通,U12145,赵德伟,消费者,R00013,甘肃,西北,杨健,P00273,家具,用具,Rubvermaid,灯泡,一包多件,,211.68,4,0.4,24.64
A001689,2021-02-28,2021-03-05,圆通,U12145,赵德伟,消费者,R00013,甘肃,西北,杨健,P00233,办公,装订,Avery,打孔机,回收,,237.13,3,0.4,-138.35
A001689,2021-02-28,2021-03-05,圆通,U12145,赵德伟,消费者,R00013,甘肃,西北,杨健,P00063,办公,纸张,SanDisk,笔记本,多色,,728.7,5,0.0,320.6
A001423,2018-04-07,2018-04-09,圆通,U20125,顾升,小型企业,R00004,广东,中南,范彩,P00937,办公,器具,Cuisinart,烤面包机,白色,,1444.8,6,0.0,245.28
A001400,2021-06-19,2021-06-23,邮政,U15490,钱崆,消费者,R00007,黑龙江,东北,楚杰,P01677,办公,用品,Fiskars,修剪器,钢,,389.2,2,0.0,159.32
A001690,2018-10-25,2018-10-29,圆通,U11830,韦达侠,公司,R00014,吉林,东北,楚杰,P00416,家具,椅子,SAFCO,扶手椅,红色,,6460.02,3,0.0,2842.14
A001690,2018-10-25,2018-10-29,圆通,U11830,韦达侠,公司,R00014,吉林,东北,楚杰,P00165,技术,复印,夏普,传真复印机,红色,,2335.2,3,0.0,677.04
A001690,2018-10-25,2018-10-29,圆通,U11830,韦达侠,公司,R00014,吉林,东北,楚杰,P00928,办公,器具,Hoover,烤面包机,黑色,,1162.98,3,0.0,558.18
A001691,2021-02-20,2021-02-26,邮政,U13075,秦刚,公司,R00008,山东,华东,洪光,P01871,办公,标签,Smead,运输标签,可调,,133.14,3,0.0,21.0
A001691,2021-02-20,2021-02-26,邮政,U13075,秦刚,公司,R00008,山东,华东,洪光,P00983,办公,装订,Ibico,孔加固材料,实惠,,97.86,3,0.0,0.84
A000102,2020-06-19,2020-06-24,圆通,U16540,余丽娜,消费者,R00008,山东,华东,洪光,P01244,办公,美术,Sanford,铅笔刀,金属,,252.84,2,0.0,93.52
A000102,2020-06-19,2020-06-24,圆通,U16540,余丽娜,消费者,R00008,山东,华东,洪光,P01492,办公,器具,Cuisinart,微波炉,银色,,3908.94,3,0.0,1407.0
A001323,2021-02-20,2021-02-24,顺丰,U10375,邓保,消费者,R00014,吉林,东北,楚杰,P01801,办公,标签,Harbour Creations,有色标签,白色,,722.4,12,0.0,252.0
A001692,2018-02-02,2018-02-07,邮政,U16690,施立伟,公司,R00010,河北,华北,殷莲,P01781,办公,信封,Jiffy,邮寄品,回收,,1007.16,6,0.0,503.16
A001692,2018-02-02,2018-02-07,邮政,U16690,施立伟,公司,R00010,河北,华北,殷莲,P00994,家具,用具,Rubvermaid,框架,黑色,,1025.64,2,0.0,174.16
A001692,2018-02-02,2018-02-07,邮政,U16690,施立伟,公司,R00010,河北,华北,殷莲,P01952,办公,装订,Avery,装订机盖,耐用,,175.98,3,0.0,49.14
A001692,2018-02-02,2018-02-07,邮政,U16690,施立伟,公司,R00010,河北,华北,殷莲,P00647,家具,桌子,Bevis,会议桌,组装,,6476.61,2,0.25,-431.83
A001693,2019-05-15,2019-05-19,邮政,U12610,孔辉,公司,R00002,四川,西南,白德伟,P01153,家具,桌子,Chromcraft,木桌,白色,,3619.17,4,0.6,-3800.27
A001694,2021-10-19,2021-10-24,邮政,U14920,潘锦,消费者,R00027,山西,华北,殷莲,P01842,家具,桌子,Bevis,圆桌,长方形,,5415.48,3,0.25,938.28
A001694,2021-10-19,2021-10-24,邮政,U14920,潘锦,消费者,R00027,山西,华北,殷莲,P01947,办公,装订,Cardinal,装订机盖,实惠,,112.0,2,0.0,49.28
A001694,2021-10-19,2021-10-24,邮政,U14920,潘锦,消费者,R00027,山西,华北,殷莲,P01776,办公,美术,BIC,荧光笔,蓝色,,618.38,7,0.0,116.62
A001695,2019-08-28,2019-09-02,邮政,U12160,邢德伟,消费者,R00017,河南,中南,范彩,P01135,技术,复印,佳能,墨水,彩色,,2773.68,4,0.0,249.2
A001695,2019-08-28,2019-09-02,邮政,U12160,邢德伟,消费者,R00017,河南,中南,范彩,P01732,家具,椅子,Hon,椅垫,可调,,1949.47,8,0.1,866.43
A001606,2020-03-20,2020-03-22,中通,U18025,丁蔓楚,消费者,R00015,辽宁,东北,楚杰,P01000,家具,用具,Eldon,框架,耐用,,2220.29,7,0.4,-222.85
A001606,2020-03-20,2020-03-22,中通,U18025,丁蔓楚,消费者,R00015,辽宁,东北,楚杰,P01021,办公,纸张,Eaton,令,优质,,123.9,1,0.0,4.9
A000656,2019-01-26,2019-01-28,邮政,U13120,邱刚,公司,R00008,山东,华东,洪光,P00723,技术,配件,Enermax,记忆卡,可编程,,1081.64,2,0.0,205.24
A000656,2019-01-26,2019-01-28,邮政,U13120,邱刚,公司,R00008,山东,华东,洪光,P01639,技术,电话,诺基亚,信号增强器,整包,,4461.94,7,0.0,1471.96
A001167,2021-06-03,2021-06-05,圆通,U14230,彭欢,公司,R00001,浙江,华东,洪光,P01322,办公,信封,Kraft,商业信封,红色,,466.2,5,0.0,46.2
A001167,2021-06-03,2021-06-05,圆通,U14230,彭欢,公司,R00001,浙江,华东,洪光,P01717,家具,椅子,Office Star,摇椅,黑色,,775.49,2,0.4,103.21
A001167,2021-06-03,2021-06-05,圆通,U14230,彭欢,公司,R00001,浙江,华东,洪光,P00986,家具,用具,Eldon,框架,优质,,964.91,3,0.4,96.35
A000818,2021-04-25,2021-05-01,邮政,U11830,韦达侠,公司,R00006,陕西,西北,杨健,P00295,家具,椅子,Office Star,凳子,红色,是,2435.16,3,0.0,1047.06
A000818,2021-04-25,2021-05-01,邮政,U11830,韦达侠,公司,R00006,陕西,西北,杨健,P01505,办公,收纳,Fellowes,文件车,金属,是,1272.88,2,0.0,585.48
A001191,2019-04-18,2019-04-23,邮政,U10780,钱婵娟,公司,R00005,江西,华东,洪光,P00483,办公,收纳,Smead,搁板,单宽度,是,228.48,1,0.0,68.46
A001297,2018-08-16,2018-08-21,圆通,U10690,潘彩,公司,R00009,上海,华东,洪光,P00278,家具,用具,Deflect-O,灯泡,优质,,493.08,6,0.0,157.08
A000350,2021-07-08,2021-07-12,圆通,U11470,陈忠,公司,R00012,安徽,华东,洪光,P01134,技术,复印,惠普,墨水,每套两件,,2402.4,4,0.0,71.68
A001696,2019-12-13,2019-12-16,中通,U13705,薛荷,公司,R00015,辽宁,东北,楚杰,P00442,技术,复印,佳能,复印机,红色,,3644.76,5,0.4,-2369.64
A000378,2021-05-22,2021-05-26,圆通,U15055,蔡菊,消费者,R00015,辽宁,东北,楚杰,P01392,技术,配件,Enermax,鼠标,回收,,960.12,9,0.4,-608.58
A000378,2021-05-22,2021-05-26,圆通,U15055,蔡菊,消费者,R00015,辽宁,东北,楚杰,P00446,技术,复印,Hewlett,复印机,数字化,,7372.68,10,0.4,-2826.32
A001697,2021-06-19,2021-06-23,邮政,U21085,黄婷,消费者,R00016,湖北,中南,范彩,P01741,技术,电话,三星,音频基座,蓝色,是,1868.5,4,0.4,-778.62
A001698,2019-06-20,2019-06-22,圆通,U10720,邵彩,小型企业,R00004,广东,中南,范彩,P00776,技术,配件,Enermax,键盘,实惠,,2336.88,6,0.0,771.12
A001699,2021-08-22,2021-08-27,邮政,U19825,苏晒明,消费者,R00001,浙江,华东,洪光,P01610,办公,系固,Stockwell,橡皮筋,每包12个,,402.19,9,0.4,-241.67
A001699,2021-08-22,2021-08-27,邮政,U19825,苏晒明,消费者,R00001,浙江,华东,洪光,P01386,家具,书架,宜家,书库,金属,,7111.86,7,0.4,-2607.78
A001699,2021-08-22,2021-08-27,邮政,U19825,苏晒明,消费者,R00001,浙江,华东,洪光,P01022,办公,纸张,Green Bar,令,回收,,415.38,3,0.0,199.08
A001700,2018-05-10,2018-05-14,圆通,U10375,邓保,消费者,R00001,浙江,华东,洪光,P00872,办公,器具,Cuisinart,咖啡研磨机,黑色,,319.54,3,0.4,-160.1
A001432,2019-06-18,2019-06-18,中通,U20545,倪爽,公司,R00008,山东,华东,洪光,P00315,技术,设备,松下,电话,红色,,1913.1,5,0.0,669.2
A001701,2020-04-01,2020-04-06,圆通,U18490,许娜,小型企业,R00008,山东,华东,洪光,P01878,家具,椅子,Office Star,折叠椅,可调,,1318.8,3,0.0,184.38
A001701,2020-04-01,2020-04-06,圆通,U18490,许娜,小型企业,R00008,山东,华东,洪光,P01801,办公,标签,Harbour Creations,有色标签,白色,,240.8,4,0.0,84.0
A001701,2020-04-01,2020-04-06,圆通,U18490,许娜,小型企业,R00008,山东,华东,洪光,P00124,办公,用品,Elite,尺子,锯齿状,,49.0,1,0.0,14.14
A001702,2018-12-06,2018-12-06,顺丰,U13885,佟虹,小型企业,R00016,湖北,中南,范彩,P01748,技术,电话,思科,音频基座,整包,是,1530.14,3,0.4,-459.4
A001703,2020-05-31,2020-06-02,邮政,U18385,武明媚,消费者,R00020,重庆,西南,白德伟,P01859,办公,标签,Novimex,运输标签,白色,,204.96,4,0.0,96.32
A001704,2020-05-24,2020-05-30,邮政,U21175,郝涛,公司,R00028,内蒙古,华北,殷莲,P01642,办公,纸张,施乐,信纸,多色,,649.32,3,0.0,311.64
A001704,2020-05-24,2020-05-30,邮政,U21175,郝涛,公司,R00028,内蒙古,华北,殷莲,P01449,办公,系固,OIC,图钉,金属,,39.73,1,0.4,-3.39
A001704,2020-05-24,2020-05-30,邮政,U21175,郝涛,公司,R00028,内蒙古,华北,殷莲,P01747,技术,电话,摩托罗拉,音频基座,全尺寸,,978.1,2,0.4,-130.42
A000899,2020-03-02,2020-03-06,邮政,U17830,钱珑,消费者,R00015,辽宁,东北,楚杰,P01462,办公,系固,Accos,图钉,每包12个,,220.25,6,0.4,10.25
A001040,2020-03-08,2020-03-14,圆通,U15370,洪康,消费者,R00008,山东,华东,洪光,P00084,办公,装订,Wilson Jones,标签,透明,,82.74,3,0.0,8.82
A001409,2021-08-03,2021-08-08,圆通,U19255,邱谦,公司,R00006,陕西,西北,杨健,P00924,办公,用品,Stiletto,开信刀,锯齿状,,117.04,1,0.0,36.26
A001705,2018-04-08,2018-04-10,圆通,U10465,孙壁,消费者,R00023,天津,华北,殷莲,P00220,办公,装订,Cardinal,打孔机,透明,,395.64,3,0.0,122.64
A001285,2020-05-01,2020-05-08,中通,U15535,丁崆,消费者,R00003,江苏,华东,洪光,P01560,办公,标签,Smead,文件夹标签,耐用,,86.52,2,0.0,17.08
A001285,2020-05-01,2020-05-08,中通,U15535,丁崆,消费者,R00003,江苏,华东,洪光,P01782,办公,信封,GlobeWeis,邮寄品,每套50个,,359.8,2,0.0,24.92
A001285,2020-05-01,2020-05-08,中通,U15535,丁崆,消费者,R00003,江苏,华东,洪光,P01638,技术,电话,苹果,信号增强器,蓝色,,1913.1,5,0.4,191.1
A001706,2021-06-26,2021-06-28,圆通,U17050,佘莲,消费者,R00006,陕西,西北,杨健,P00375,办公,装订,Cardinal,订书机,实惠,,696.78,3,0.0,257.46
A001706,2021-06-26,2021-06-28,圆通,U17050,佘莲,消费者,R00006,陕西,西北,杨健,P01880,家具,椅子,Hon,折叠椅,黑色,,2948.96,8,0.0,146.72
A001706,2021-06-26,2021-06-28,圆通,U17050,佘莲,消费者,R00006,陕西,西北,杨健,P00431,家具,椅子,Novimex,扶手椅,每套两件,,17180.8,8,0.0,2919.84
A001557,2020-04-05,2020-04-11,邮政,U19645,彭琼,公司,R00018,湖南,中南,范彩,P00978,办公,装订,Wilson Jones,孔加固材料,透明,,55.86,3,0.0,22.26
A001707,2019-08-02,2019-08-05,圆通,U19885,孟珊,公司,R00007,黑龙江,东北,楚杰,P00033,技术,电话,三星,办公室电话机,蓝色,,913.08,3,0.0,0.0
A000566,2021-03-11,2021-03-11,顺丰,U18430,唐木兰,消费者,R00005,江西,华东,洪光,P00744,办公,系固,Stockwell,夹子,混合尺寸,,311.36,4,0.0,92.96
A000566,2021-03-11,2021-03-11,顺丰,U18430,唐木兰,消费者,R00005,江西,华东,洪光,P01451,办公,系固,Stockwell,图钉,每包12个,,302.4,5,0.0,147.7
A000296,2019-01-03,2019-01-08,顺丰,U20305,常盛,消费者,R00001,浙江,华东,洪光,P01708,家具,椅子,Novimex,摇椅,红色,,1472.02,4,0.4,-245.5
A001516,2019-06-18,2019-06-19,邮政,U20125,顾升,小型企业,R00022,广西,中南,范彩,P01530,办公,收纳,Rogers,文件夹,金属,,694.4,5,0.0,256.9
A001686,2021-07-14,2021-07-17,中通,U13375,夏光,消费者,R00022,广西,中南,范彩,P00680,办公,纸张,Green Bar,计划信息表,优质,,333.06,3,0.0,6.3
A001686,2021-07-14,2021-07-17,中通,U13375,夏光,消费者,R00022,广西,中南,范彩,P01728,家具,椅子,Office Star,椅垫,每套两件,,857.68,3,0.1,209.62
A001686,2021-07-14,2021-07-17,中通,U13375,夏光,消费者,R00022,广西,中南,范彩,P01451,办公,系固,Stockwell,图钉,每包12个,,241.92,4,0.0,118.16
A001686,2021-07-14,2021-07-17,中通,U13375,夏光,消费者,R00022,广西,中南,范彩,P00151,技术,电话,摩托罗拉,充电器,整包,,5999.28,2,0.0,1139.6
A001686,2021-07-14,2021-07-17,中通,U13375,夏光,消费者,R00022,广西,中南,范彩,P00411,家具,用具,Eldon,分层置放架,一包多件,,441.84,3,0.0,57.12
A001708,2021-03-24,2021-03-30,邮政,U17335,朱丽丽,小型企业,R00004,广东,中南,范彩,P01915,办公,装订,Avery,装订机,回收,,123.76,2,0.0,0.0
A001708,2021-03-24,2021-03-30,邮政,U17335,朱丽丽,小型企业,R00004,广东,中南,范彩,P01398,技术,配件,Memorex,鼠标,回收,,363.72,3,0.0,65.1
A001708,2021-03-24,2021-03-30,邮政,U17335,朱丽丽,小型企业,R00004,广东,中南,范彩,P00818,办公,器具,Hoover,搅拌机,白色,,889.56,2,0.0,329.0
A001708,2021-03-24,2021-03-30,邮政,U17335,朱丽丽,小型企业,R00004,广东,中南,范彩,P00292,家具,椅子,SAFCO,凳子,黑色,,695.14,1,0.1,46.24
A001708,2021-03-24,2021-03-30,邮政,U17335,朱丽丽,小型企业,R00004,广东,中南,范彩,P01598,家具,用具,Rubvermaid,相框,优质,,470.12,2,0.0,164.36
A000917,2021-11-20,2021-11-24,圆通,U12445,曹冬露,消费者,R00022,广西,中南,范彩,P00935,办公,器具,KitchenAid,烤面包机,红色,,398.16,1,0.0,55.72
A001709,2018-08-09,2018-08-13,圆通,U13315,陶莞颖,消费者,R00004,广东,中南,范彩,P01845,家具,桌子,Chromcraft,圆桌,白色,,11497.61,7,0.25,3218.57
A001710,2020-02-09,2020-02-13,邮政,U11815,万达侠,公司,R00017,河南,中南,范彩,P01203,家具,桌子,Bevis,培训桌,组装,,9420.6,8,0.25,502.04
A001710,2020-02-09,2020-02-13,邮政,U11815,万达侠,公司,R00017,河南,中南,范彩,P01663,办公,用品,Kleencut,修剪器,钢,,381.08,2,0.0,95.2
A001710,2020-02-09,2020-02-13,邮政,U11815,万达侠,公司,R00017,河南,中南,范彩,P00476,办公,收纳,Rogers,搁板,工业,,1168.72,4,0.0,22.96
A001711,2019-05-14,2019-05-16,中通,U21370,彭婉,公司,R00018,湖南,中南,范彩,P00052,办公,纸张,SanDisk,备忘录便条,回收,,236.46,3,0.0,65.94
A000988,2021-08-03,2021-08-06,中通,U21505,邢伟,消费者,R00016,湖北,中南,范彩,P01815,办公,标签,Smead,有色标签,白色,,121.8,2,0.0,58.24
A000988,2021-08-03,2021-08-06,中通,U21505,邢伟,消费者,R00016,湖北,中南,范彩,P00973,办公,装订,Cardinal,孔加固材料,透明,,13.44,1,0.4,-6.58
A001712,2018-01-27,2018-02-01,中通,U21385,唐婉,小型企业,R00015,辽宁,东北,楚杰,P01711,家具,椅子,Novimex,摇椅,可调,,749.95,2,0.4,-387.69
A001712,2018-01-27,2018-02-01,中通,U21385,唐婉,小型企业,R00015,辽宁,东北,楚杰,P00889,技术,设备,爱普生,卡片打印机,耐用,,476.2,1,0.4,-142.88
A001712,2018-01-27,2018-02-01,中通,U21385,唐婉,小型企业,R00015,辽宁,东北,楚杰,P01076,办公,信封,GlobeWeis,马尼拉纸信封,每套50个,,383.46,3,0.0,87.78
A001712,2018-01-27,2018-02-01,中通,U21385,唐婉,小型企业,R00015,辽宁,东北,楚杰,P01833,办公,标签,Smead,圆形标签,白色,,289.8,9,0.0,69.3
A001712,2018-01-27,2018-02-01,中通,U21385,唐婉,小型企业,R00015,辽宁,东北,楚杰,P00748,办公,系固,Accos,夹子,金属,,218.4,4,0.4,36.4
A001712,2018-01-27,2018-02-01,中通,U21385,唐婉,小型企业,R00015,辽宁,东北,楚杰,P00073,办公,纸张,Green Bar,笔记本,回收,,970.2,7,0.0,97.02
A001712,2018-01-27,2018-02-01,中通,U21385,唐婉,小型企业,R00015,辽宁,东北,楚杰,P00651,家具,桌子,Chromcraft,会议桌,长方形,,4873.34,3,0.6,-2193.16
A000492,2021-02-24,2021-02-26,中通,U13360,蒋光,小型企业,R00026,贵州,西南,白德伟,P00060,办公,纸张,SanDisk,笔记本,优质,,417.48,3,0.0,62.58
A000492,2021-02-24,2021-02-26,中通,U13360,蒋光,小型企业,R00026,贵州,西南,白德伟,P00959,办公,标签,Harbour Creations,可去除的标签,耐用,,150.36,3,0.0,17.64
A000492,2021-02-24,2021-02-26,中通,U13360,蒋光,小型企业,R00026,贵州,西南,白德伟,P00048,办公,纸张,Enermax,备忘录便条,回收,,72.66,1,0.0,15.12
A000492,2021-02-24,2021-02-26,中通,U13360,蒋光,小型企业,R00026,贵州,西南,白德伟,P00943,办公,器具,Hoover,烤面包机,银色,,1181.46,3,0.0,460.74
A000492,2021-02-24,2021-02-26,中通,U13360,蒋光,小型企业,R00026,贵州,西南,白德伟,P01763,办公,美术,BIC,荧光笔,混合尺寸,,206.36,2,0.0,43.12
A001713,2020-12-06,2020-12-11,邮政,U13285,潘莞颖,消费者,R00015,辽宁,东北,楚杰,P00159,技术,复印,Hewlett,传真复印机,每套两件,,1620.11,3,0.4,-540.37
A001713,2020-12-06,2020-12-11,邮政,U13285,潘莞颖,消费者,R00015,辽宁,东北,楚杰,P01592,家具,用具,Eldon,相框,一包多件,,488.63,3,0.4,7.73
A000817,2021-03-19,2021-03-21,邮政,U13495,巩虢,公司,R00013,甘肃,西北,杨健,P00113,办公,器具,Cuisinart,冰箱,银色,,8346.74,6,0.4,417.14
A000050,2021-01-20,2021-01-25,圆通,U15505,常崆,消费者,R00023,天津,华北,殷莲,P00376,技术,电话,思科,耳机,混合尺寸,,1278.06,3,0.0,178.92
A000296,2019-01-03,2019-01-08,圆通,U12490,洪毅,公司,R00001,浙江,华东,洪光,P00830,办公,器具,Cuisinart,搅拌机,白色,,729.46,4,0.4,-206.86
A000296,2019-01-03,2019-01-08,圆通,U12490,洪毅,公司,R00001,浙江,华东,洪光,P00797,技术,配件,贝尔金,键区,耐用,,811.44,5,0.4,-419.86
A000296,2019-01-03,2019-01-08,圆通,U12490,洪毅,公司,R00001,浙江,华东,洪光,P01709,家具,椅子,Harbour Creations,摇椅,可调,,418.82,1,0.4,-195.5
A000296,2019-01-03,2019-01-08,圆通,U12490,洪毅,公司,R00001,浙江,华东,洪光,P00293,家具,椅子,Hon,凳子,可调,,930.38,2,0.4,-139.78
A001714,2019-11-13,2019-11-17,圆通,U13840,徐虹,公司,R00017,河南,中南,范彩,P00431,家具,椅子,Novimex,扶手椅,每套两件,,5798.52,3,0.1,450.66
A001715,2020-06-07,2020-06-10,邮政,U15700,吕兰,消费者,R00011,福建,华东,洪光,P00394,技术,电话,诺基亚,耳机,整包,,341.6,1,0.0,126.28
A001175,2020-04-12,2020-04-16,邮政,U11230,余晨,消费者,R00016,湖北,中南,范彩,P01253,办公,美术,Boston,铅笔刀,金属,,56.39,2,0.8,-143.81
A001716,2021-08-12,2021-08-17,邮政,U17575,吕灵,消费者,R00008,山东,华东,洪光,P01355,家具,书架,Sauder,书架,传统,,8221.92,12,0.0,2793.84
A001716,2021-08-12,2021-08-17,邮政,U17575,吕灵,消费者,R00008,山东,华东,洪光,P01448,办公,收纳,Eldon,锁柜,单宽度,,1847.44,2,0.0,868.28
A001716,2021-08-12,2021-08-17,邮政,U17575,吕灵,消费者,R00008,山东,华东,洪光,P01803,办公,标签,Avery,有色标签,可调,,156.66,3,0.0,17.22
A001716,2021-08-12,2021-08-17,邮政,U17575,吕灵,消费者,R00008,山东,华东,洪光,P01793,办公,信封,Ames,邮寄品,回收,,323.4,2,0.0,42.0
A001716,2021-08-12,2021-08-17,邮政,U17575,吕灵,消费者,R00008,山东,华东,洪光,P00024,技术,电话,摩托罗拉,办公室电话机,整包,,1005.9,3,0.0,49.98
A001716,2021-08-12,2021-08-17,邮政,U17575,吕灵,消费者,R00008,山东,华东,洪光,P00430,家具,椅子,Novimex,扶手椅,黑色,,8503.04,4,0.0,3315.76
